id,split,image,mask,is_manip,case
val_000191,val,images/val/val_000191.jpg,masks/val/val_000191.png,0,1alcdm
val_000192,val,images/val/val_000192.jpg,masks/val/val_000192.png,1,1alcdm
train_000193,train,images/train/train_000193.jpg,masks/train/train_000193.png,0,1am7zp
train_000194,train,images/train/train_000194.jpg,masks/train/train_000194.png,1,1am7zp
train_000195,train,images/train/train_000195.jpg,masks/train/train_000195.png,0,1amtqf
train_000196,train,images/train/train_000196.jpg,masks/train/train_000196.png,1,1amtqf
train_000197,train,images/train/train_000197.jpg,masks/train/train_000197.png,1,1amtqf
train_000198,train,images/train/train_000198.jpg,masks/train/train_000198.png,0,1anhg4
train_000199,train,images/train/train_000199.jpg,masks/train/train_000199.png,1,1anhg4
train_000200,train,images/train/train_000200.jpg,masks/train/train_000200.png,1,1anhg4
train_000201,train,images/train/train_000201.jpg,masks/train/train_000201.png,1,1anhg4
train_000202,train,images/train/train_000202.jpg,masks/train/train_000202.png,1,1anhg4
train_000203,train,images/train/train_000203.jpg,masks/train/train_000203.png,1,1anhg4
val_000204,val,images/val/val_000204.jpg,masks/val/val_000204.png,0,1anq2a
val_000205,val,images/val/val_000205.jpg,masks/val/val_000205.png,1,1anq2a
val_000206,val,images/val/val_000206.jpg,masks/val/val_000206.png,1,1anq2a
val_000207,val,images/val/val_000207.jpg,masks/val/val_000207.png,1,1anq2a
val_000208,val,images/val/val_000208.jpg,masks/val/val_000208.png,1,1anq2a
val_000209,val,images/val/val_000209.jpg,masks/val/val_000209.png,1,1anq2a
val_000210,val,images/val/val_000210.jpg,masks/val/val_000210.png,1,1anq2a
val_000211,val,images/val/val_000211.jpg,masks/val/val_000211.png,1,1anq2a
val_000212,val,images/val/val_000212.jpg,masks/val/val_000212.png,1,1anq2a
val_000213,val,images/val/val_000213.jpg,masks/val/val_000213.png,1,1anq2a
val_000214,val,images/val/val_000214.jpg,masks/val/val_000214.png,1,1anq2a
val_000215,val,images/val/val_000215.jpg,masks/val/val_000215.png,1,1anq2a
train_000216,train,images/train/train_000216.jpg,masks/train/train_000216.png,0,1aohro
train_000217,train,images/train/train_000217.jpg,masks/train/train_000217.png,1,1aohro
train_000218,train,images/train/train_000218.jpg,masks/train/train_000218.png,1,1aohro
train_000219,train,images/train/train_000219.jpg,masks/train/train_000219.png,1,1aohro
train_000220,train,images/train/train_000220.jpg,masks/train/train_000220.png,1,1aohro
train_000221,train,images/train/train_000221.jpg,masks/train/train_000221.png,1,1aohro
train_000222,train,images/train/train_000222.jpg,masks/train/train_000222.png,1,1aohro
train_000223,train,images/train/train_000223.jpg,masks/train/train_000223.png,1,1aohro
train_000224,train,images/train/train_000224.jpg,masks/train/train_000224.png,0,1aoxnt
train_000225,train,images/train/train_000225.jpg,masks/train/train_000225.png,1,1aoxnt
train_000226,train,images/train/train_000226.jpg,masks/train/train_000226.png,1,1aoxnt
train_000227,train,images/train/train_000227.jpg,masks/train/train_000227.png,1,1aoxnt
train_000228,train,images/train/train_000228.jpg,masks/train/train_000228.png,1,1aoxnt
train_000229,train,images/train/train_000229.jpg,masks/train/train_000229.png,1,1aoxnt
train_000230,train,images/train/train_000230.jpg,masks/train/train_000230.png,1,1aoxnt
val_000231,val,images/val/val_000231.jpg,masks/val/val_000231.png,0,1apbp2
val_000232,val,images/val/val_000232.jpg,masks/val/val_000232.png,1,1apbp2
train_000233,train,images/train/train_000233.jpg,masks/train/train_000233.png,0,1aq0f0
train_000234,train,images/train/train_000234.jpg,masks/train/train_000234.png,1,1aq0f0
train_000235,train,images/train/train_000235.jpg,masks/train/train_000235.png,1,1aq0f0
val_000236,val,images/val/val_000236.jpg,masks/val/val_000236.png,0,1aq6ym
val_000237,val,images/val/val_000237.jpg,masks/val/val_000237.png,1,1aq6ym
val_000238,val,images/val/val_000238.jpg,masks/val/val_000238.png,1,1aq6ym
val_000239,val,images/val/val_000239.jpg,masks/val/val_000239.png,1,1aq6ym
val_000240,val,images/val/val_000240.jpg,masks/val/val_000240.png,1,1aq6ym
val_000241,val,images/val/val_000241.jpg,masks/val/val_000241.png,1,1aq6ym
val_000242,val,images/val/val_000242.jpg,masks/val/val_000242.png,1,1aq6ym
val_000243,val,images/val/val_000243.jpg,masks/val/val_000243.png,1,1aq6ym
val_000244,val,images/val/val_000244.jpg,masks/val/val_000244.png,1,1aq6ym
val_000245,val,images/val/val_000245.jpg,masks/val/val_000245.png,1,1aq6ym
val_000246,val,images/val/val_000246.jpg,masks/val/val_000246.png,1,1aq6ym
val_000247,val,images/val/val_000247.jpg,masks/val/val_000247.png,1,1aq6ym
val_000248,val,images/val/val_000248.jpg,masks/val/val_000248.png,1,1aq6ym
val_000249,val,images/val/val_000249.jpg,masks/val/val_000249.png,1,1aq6ym
val_000250,val,images/val/val_000250.jpg,masks/val/val_000250.png,1,1aq6ym
val_000251,val,images/val/val_000251.jpg,masks/val/val_000251.png,1,1aq6ym
val_000252,val,images/val/val_000252.jpg,masks/val/val_000252.png,1,1aq6ym
train_000253,train,images/train/train_000253.jpg,masks/train/train_000253.png,0,1aqi3j
train_000254,train,images/train/train_000254.jpg,masks/train/train_000254.png,1,1aqi3j
val_000255,val,images/val/val_000255.jpg,masks/val/val_000255.png,0,1as2hj
val_000256,val,images/val/val_000256.jpg,masks/val/val_000256.png,1,1as2hj
val_000257,val,images/val/val_000257.jpg,masks/val/val_000257.png,1,1as2hj
val_000258,val,images/val/val_000258.jpg,masks/val/val_000258.png,1,1as2hj
val_000259,val,images/val/val_000259.jpg,masks/val/val_000259.png,0,1as3ai
val_000260,val,images/val/val_000260.jpg,masks/val/val_000260.png,1,1as3ai
val_000261,val,images/val/val_000261.jpg,masks/val/val_000261.png,1,1as3ai
val_000262,val,images/val/val_000262.jpg,masks/val/val_000262.png,1,1as3ai
val_000263,val,images/val/val_000263.jpg,masks/val/val_000263.png,1,1as3ai
val_000264,val,images/val/val_000264.jpg,masks/val/val_000264.png,1,1as3ai
val_000265,val,images/val/val_000265.jpg,masks/val/val_000265.png,1,1as3ai
val_000266,val,images/val/val_000266.jpg,masks/val/val_000266.png,1,1as3ai
val_000267,val,images/val/val_000267.jpg,masks/val/val_000267.png,1,1as3ai
val_000268,val,images/val/val_000268.jpg,masks/val/val_000268.png,1,1as3ai
val_000269,val,images/val/val_000269.jpg,masks/val/val_000269.png,1,1as3ai
val_000270,val,images/val/val_000270.jpg,masks/val/val_000270.png,1,1as3ai
val_000271,val,images/val/val_000271.jpg,masks/val/val_000271.png,1,1as3ai
train_000272,train,images/train/train_000272.jpg,masks/train/train_000272.png,0,1as9ik
train_000273,train,images/train/train_000273.jpg,masks/train/train_000273.png,1,1as9ik
train_000274,train,images/train/train_000274.jpg,masks/train/train_000274.png,1,1as9ik
train_000275,train,images/train/train_000275.jpg,masks/train/train_000275.png,1,1as9ik
train_000276,train,images/train/train_000276.jpg,masks/train/train_000276.png,1,1as9ik
train_000277,train,images/train/train_000277.jpg,masks/train/train_000277.png,1,1as9ik
train_000278,train,images/train/train_000278.jpg,masks/train/train_000278.png,1,1as9ik
train_000279,train,images/train/train_000279.jpg,masks/train/train_000279.png,1,1as9ik
train_000280,train,images/train/train_000280.jpg,masks/train/train_000280.png,1,1as9ik
train_000281,train,images/train/train_000281.jpg,masks/train/train_000281.png,1,1as9ik
train_000282,train,images/train/train_000282.jpg,masks/train/train_000282.png,0,1asnfa
train_000283,train,images/train/train_000283.jpg,masks/train/train_000283.png,1,1asnfa
train_000284,train,images/train/train_000284.jpg,masks/train/train_000284.png,0,1at8em
train_000285,train,images/train/train_000285.jpg,masks/train/train_000285.png,1,1at8em
train_000286,train,images/train/train_000286.jpg,masks/train/train_000286.png,1,1at8em
train_000287,train,images/train/train_000287.jpg,masks/train/train_000287.png,1,1at8em
train_000288,train,images/train/train_000288.jpg,masks/train/train_000288.png,1,1at8em
train_000289,train,images/train/train_000289.jpg,masks/train/train_000289.png,0,1atc54
train_000290,train,images/train/train_000290.jpg,masks/train/train_000290.png,1,1atc54
val_000291,val,images/val/val_000291.jpg,masks/val/val_000291.png,0,1atm1o
val_000292,val,images/val/val_000292.jpg,masks/val/val_000292.png,1,1atm1o
val_000293,val,images/val/val_000293.jpg,masks/val/val_000293.png,1,1atm1o
val_000294,val,images/val/val_000294.jpg,masks/val/val_000294.png,1,1atm1o
val_000295,val,images/val/val_000295.jpg,masks/val/val_000295.png,1,1atm1o
val_000296,val,images/val/val_000296.jpg,masks/val/val_000296.png,1,1atm1o
val_000297,val,images/val/val_000297.jpg,masks/val/val_000297.png,1,1atm1o
val_000298,val,images/val/val_000298.jpg,masks/val/val_000298.png,1,1atm1o
val_000299,val,images/val/val_000299.jpg,masks/val/val_000299.png,1,1atm1o
val_000300,val,images/val/val_000300.jpg,masks/val/val_000300.png,1,1atm1o
val_000301,val,images/val/val_000301.jpg,masks/val/val_000301.png,1,1atm1o
val_000302,val,images/val/val_000302.jpg,masks/val/val_000302.png,1,1atm1o
val_000303,val,images/val/val_000303.jpg,masks/val/val_000303.png,1,1atm1o
val_000304,val,images/val/val_000304.jpg,masks/val/val_000304.png,1,1atm1o
train_000305,train,images/train/train_000305.jpg,masks/train/train_000305.png,0,1aty89
train_000306,train,images/train/train_000306.jpg,masks/train/train_000306.png,1,1aty89
train_000307,train,images/train/train_000307.jpg,masks/train/train_000307.png,0,1aut4s
train_000308,train,images/train/train_000308.jpg,masks/train/train_000308.png,1,1aut4s
train_000309,train,images/train/train_000309.jpg,masks/train/train_000309.png,1,1aut4s
train_000310,train,images/train/train_000310.jpg,masks/train/train_000310.png,1,1aut4s
train_000311,train,images/train/train_000311.jpg,masks/train/train_000311.png,1,1aut4s
train_000312,train,images/train/train_000312.jpg,masks/train/train_000312.png,1,1aut4s
train_000313,train,images/train/train_000313.jpg,masks/train/train_000313.png,1,1aut4s
train_000314,train,images/train/train_000314.jpg,masks/train/train_000314.png,1,1aut4s
train_000315,train,images/train/train_000315.jpg,masks/train/train_000315.png,1,1aut4s
train_000316,train,images/train/train_000316.jpg,masks/train/train_000316.png,1,1aut4s
train_000317,train,images/train/train_000317.jpg,masks/train/train_000317.png,1,1aut4s
train_000318,train,images/train/train_000318.jpg,masks/train/train_000318.png,1,1aut4s
train_000319,train,images/train/train_000319.jpg,masks/train/train_000319.png,1,1aut4s
train_000320,train,images/train/train_000320.jpg,masks/train/train_000320.png,1,1aut4s
train_000321,train,images/train/train_000321.jpg,masks/train/train_000321.png,1,1aut4s
train_000322,train,images/train/train_000322.jpg,masks/train/train_000322.png,1,1aut4s
train_000323,train,images/train/train_000323.jpg,masks/train/train_000323.png,1,1aut4s
train_000324,train,images/train/train_000324.jpg,masks/train/train_000324.png,1,1aut4s
train_000325,train,images/train/train_000325.jpg,masks/train/train_000325.png,1,1aut4s
train_000326,train,images/train/train_000326.jpg,masks/train/train_000326.png,1,1aut4s
train_000327,train,images/train/train_000327.jpg,masks/train/train_000327.png,1,1aut4s
train_000328,train,images/train/train_000328.jpg,masks/train/train_000328.png,0,1avax4
train_000329,train,images/train/train_000329.jpg,masks/train/train_000329.png,1,1avax4
train_000330,train,images/train/train_000330.jpg,masks/train/train_000330.png,0,1awo2u
train_000331,train,images/train/train_000331.jpg,masks/train/train_000331.png,1,1awo2u
train_000332,train,images/train/train_000332.jpg,masks/train/train_000332.png,0,1awq0s
train_000333,train,images/train/train_000333.jpg,masks/train/train_000333.png,1,1awq0s
train_000334,train,images/train/train_000334.jpg,masks/train/train_000334.png,1,1awq0s
train_000335,train,images/train/train_000335.jpg,masks/train/train_000335.png,1,1awq0s
train_000336,train,images/train/train_000336.jpg,masks/train/train_000336.png,1,1awq0s
train_000337,train,images/train/train_000337.jpg,masks/train/train_000337.png,1,1awq0s
train_000338,train,images/train/train_000338.jpg,masks/train/train_000338.png,1,1awq0s
val_000339,val,images/val/val_000339.jpg,masks/val/val_000339.png,0,1aws4w
val_000340,val,images/val/val_000340.jpg,masks/val/val_000340.png,1,1aws4w
val_000341,val,images/val/val_000341.jpg,masks/val/val_000341.png,1,1aws4w
train_000342,train,images/train/train_000342.jpg,masks/train/train_000342.png,0,1awxvm
train_000343,train,images/train/train_000343.jpg,masks/train/train_000343.png,1,1awxvm
train_000344,train,images/train/train_000344.jpg,masks/train/train_000344.png,1,1awxvm
train_000345,train,images/train/train_000345.jpg,masks/train/train_000345.png,1,1awxvm
train_000346,train,images/train/train_000346.jpg,masks/train/train_000346.png,1,1awxvm
